"search-number","evaluation","number-of-bots*","charging-area-radius*","minimum-energy*","energy-decrement*","number-of-boxes*","target-area-radius*","unloaded-step-length*","loaded-step-length*","vision-range*","vision-angle*","grab-range*","max-wiggle-angle*","show-energy?*","maximum-charging-distance*","minimum-charging-energy*","transfer-energy-amount*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"8","7870","45","7","280","0.67","1","10","0.51","0.18","6.9","34","5.5","40","false","1","120","160","10","86.9","10","82.8"
"8","8140","44","4","280","0.35000000000000003","1","5","0.6","0.18","7.6000000000000005","34","2","34","true","4","390","495","10","80.8","10","93.8"
"8","8740","51","8","280","0.67","1","10","0.51","0.18","6.9","34","5.5","40","false","1","120","160","10","79","10","93.5"
"8","9800","51","8","300","0.98","1","10","0.51","0.18","6.9","34","4.2","40","false","1","120","340","10","74.6","10","91.3"
"8","9970","97","17","430","0.67","1","10","0.68","0.16","6.9","35","5.5","40","false","3","230","395","10","72.2","10","85"
"8","11040","53","2","110","0.67","1","10","0.5","0.17","8.9","29","5.5","40","false","1","110","495","10","69.3","10","78.8"
"8","12130","51","2","150","0.68","1","15","0.35000000000000003","0.18","8.9","42","5.1000000000000005","8","false","5","200","465","10","65.4","10","69"
"9","10","44","19","100","0.48","96","7","0.51","0.02","2.9000000000000004","4","2.3000000000000003","26","true","5","180","340","10","99","10","99"
"9","190","78","12","460","0.8300000000000001","1","19","0.1","0","4.9","55","5.7","7","true","3","380","215","10","89.1","10","89.1"
"9","630","78","12","460","0.8300000000000001","1","19","0.1","0.08","1.7000000000000002","50","6.1000000000000005","44","true","3","260","140","10","88.7","10","89.1"
"9","1070","88","4","460","0.8300000000000001","1","19","0.1","0","4.9","55","5.7","7","true","3","380","445","10","79.2","10","89.1"
"9","1440","35","12","460","0.8300000000000001","1","19","0.1","0","4.9","55","6.2","7","true","3","380","445","10","76.3","10","79.2"
"9","1470","78","12","335","0.8300000000000001","1","19","0.21","0.08","1.7000000000000002","53","6.1000000000000005","43","true","3","260","195","10","59.4","10","69.3"
"9","7790","49","11","215","0.32","1","19","0.71","0.07","6.2","48","6.300000000000001","44","true","3","100","140","10","50.1","10","82.6"
"10","10","88","15","420","0.17","48","20","0.9400000000000001","0.04","5.2","33","2","20","false","3","160","445","10","99","10","99"
"10","240","22","19","225","0.8200000000000001","1","15","0.31","0.1","9.8","22","1.2000000000000002","13","true","1","290","260","10","91.6","10","89.1"
"10","6870","42","13","85","0.67","1","20","0.19","0.13","2.3","36","1.7000000000000002","0","true","1","260","370","10","89.1","10","89.1"
"10","7380","42","13","85","0.67","1","20","0.19","0.14","2.3","36","1.7000000000000002","0","true","1","260","370","10","84.8","10","99"
"10","10320","65","4","400","0.14","1","17","0.78","0.13","5.2","29","2.3000000000000003","42","true","1","270","185","10","82.8","10","69.3"
"10","10660","65","11","400","0.45","1","17","0.78","0.13","4.9","28","2.3000000000000003","42","true","2","270","185","10","70.2","10","79.2"
"10","11250","65","4","400","0.14","1","18","0.49","0.13","5.2","35","2.3000000000000003","42","true","1","380","415","10","66.7","10","79.2"
"10","11780","65","4","400","0.01","1","17","0.64","0.13","5.2","28","4","41","true","1","390","170","10","60","10","99"
