"search-number","evaluation","number-of-bots*","charging-area-radius*","minimum-energy*","energy-decrement*","number-of-boxes*","target-area-radius*","unloaded-step-length*","loaded-step-length*","vision-range*","vision-angle*","grab-range*","max-wiggle-angle*","show-energy?*","maximum-charging-distance*","minimum-charging-energy*","transfer-energy-amount*","fitness","num-replicates","best-fitness-so-far"
"10","180","53","12","180","0.87","63","19","0.41000000000000003","0.15","1.1","2","2","30","true","4","160","420","99","10","99"
"10","190","62","8","500","0.42","4","16","0.07","0.13","8.600000000000001","10","0.4","36","true","4","120","485","99","10","99"
"10","200","47","8","375","0.61","92","10","0.84","0.07","4.6","10","5.5","42","true","4","340","230","99","10","99"
"10","210","70","9","0","0.15","31","18","0.5","0.14","3","26","3.5","31","false","3","230","275","99","10","99"
"10","220","9","1","300","0.5700000000000001","95","4","0.63","0.17","6.7","9","4.4","18","true","4","90","265","99","10","99"
"10","230","37","13","435","0.45","3","19","0.5700000000000001","0.16","7.4","28","3","40","false","1","40","165","99","10","99"
"10","240","80","16","95","0.04","83","14","0.77","0.18","7.300000000000001","3","2.9000000000000004","23","true","4","120","20","99","10","99"
"10","250","65","3","185","0.9500000000000001","69","7","0.49","0.06","5.5","50","5.4","42","true","2","160","145","99","10","99"
"10","260","80","11","280","0.75","15","18","0.68","0.05","4","48","3.4000000000000004","41","false","5","220","35","99","10","99"
"10","270","49","8","450","0.16","86","0","0.87","0.05","4.5","22","0.30000000000000004","34","true","4","290","165","99","10","99"
"10","280","11","3","460","0.9","85","0","0.9","0.03","4.4","54","1.3","8","false","2","370","350","99","10","99"
"10","290","79","19","320","0.29","30","4","0.5","0.06","5.4","20","5.2","26","true","5","200","190","99","10","99"
"10","300","23","6","85","0.73","67","10","0","0.09","8.3","12","1.3","1","true","3","0","125","99","10","99"
"10","310","16","13","300","0.58","84","13","0.86","0","4.2","46","4.9","32","false","3","250","165","99","10","99"
"10","320","55","20","115","0.37","83","15","0.99","0","5.1000000000000005","34","0.5","43","false","1","10","185","99","10","99"
"10","330","42","9","280","0.07","63","4","0.39","0.03","2.5","27","5.7","0","false","1","150","355","99","10","99"
"10","340","52","18","345","0.8200000000000001","76","14","0.08","0.12","8.7","22","1.2000000000000002","29","true","3","130","25","99","10","99"
"10","350","71","3","485","0.46","4","10","0.9","0.08","5.4","47","0.7000000000000001","8","true","2","350","185","99","10","99"
"10","360","20","2","80","0.62","87","18","0.4","0.02","8.8","55","1.6","26","true","3","400","480","99","10","99"
"10","370","69","9","395","0.07","26","0","0.3","0.13","7.7","34","1.3","12","false","1","210","85","99","10","99"
"10","380","29","4","485","0.01","72","1","0.9400000000000001","0.04","2.2","38","6","42","false","4","210","15","99","10","99"
"10","390","35","8","320","0.97","62","11","0.17","0.03","9.1","8","0","27","true","1","30","420","99","10","99"
"10","400","21","12","150","0.42","32","13","0.52","0","4.9","33","1.1","16","true","3","270","385","99","10","99"
"10","410","5","18","360","0.61","15","20","0.53","0.09","8.100000000000001","20","1.4000000000000001","17","true","4","20","410","99","10","99"
"10","420","87","18","250","0.41000000000000003","8","1","0.19","0.16","8.600000000000001","0","6.1000000000000005","23","false","1","250","180","99","10","99"
"10","430","44","18","205","0.12","92","6","0.2","0.17","9.1","1","2.8000000000000003","16","true","5","390","350","99","10","99"
"10","440","47","19","240","0.96","51","8","0.41000000000000003","0.13","6.4","48","6","27","true","3","260","160","99","10","99"
"10","450","28","17","495","0.47000000000000003","59","17","0.22","0","3.2","53","4.4","25","false","4","380","285","99","10","99"
"10","460","40","11","175","0.4","97","2","0.47000000000000003","0.02","1.1","6","0.4","8","true","3","310","455","99","10","99"
"10","470","1","4","15","0.45","37","10","0.62","0.1","5.5","23","4","13","true","3","70","455","99","10","99"
"10","480","52","2","470","0.97","34","9","0.8200000000000001","0.04","8.2","49","3.3000000000000003","19","true","4","180","480","99","10","99"
"10","490","9","18","320","0.89","23","11","0.15","0.12","6.4","37","4.7","27","false","3","30","285","99","10","99"
"10","500","36","17","235","0.88","80","18","0.49","0.12","2","44","2.9000000000000004","41","false","3","210","230","99","10","99"
